"","Treatment","Time_Period","Date","Day","pHT","pH","Salinity","Temperature","Oxygen_mgL","Oxygen_per","Tank"
"24","pH1",1,2023-03-28,38,7.60227190885943,7.68,34.04,8.7,9.47,101.3,"Tank10"
"25","pH1",1,2023-03-29,39,7.66021870547473,7.73,34.2,8.6,9.23,98.7,"Tank10"
"26","pH1",1,2023-03-30,40,7.59887436801651,7.68,34.02,8.7,9.28,99.4,"Tank10"
"27","pH1",1,2023-03-31,41,7.94606705887537,7.99,33.86,8.9,9.21,98.9,"Tank10"
"28","pH1",1,2023-04-03,44,8.0089492448614,8.05,34.04,9.2,9.39,101.6,"Tank10"
"29","pH1",1,2023-04-04,45,8.02418489545463,8.07,34.28,8.4,9.56,101.8,"Tank10"
"30","pH1",1,2023-04-05,46,7.97800808054039,8.02,34.19,10.1,8.99,99.4,"Tank10"
"31","pH1",1,2023-04-06,47,7.88500202516475,7.95,34.11,9.9,9.07,99.8,"Tank10"
"32","pH1",1,2023-04-07,48,7.44489514364009,7.55,33.76,9.1,9.53,102.6,"Tank10"
"33","pH1",1,2023-04-10,51,7.64343873088918,7.72,34.12,9.6,9.22,100.7,"Tank10"
"34","pH1",1,2023-04-11,52,7.71063201319612,7.8,34.31,8.9,9.62,103.3,"Tank10"
"35","pH1",1,2023-04-12,53,7.53111582244672,7.61,34.15,8.9,9.16,98.2,"Tank10"
"36","pH1",1,2023-04-13,54,7.60174718158062,7.68,34.27,9,9.43,101.7,"Tank10"
"37","pH1",1,2023-04-14,55,7.86363607038712,7.93,34.1,9.4,9.14,99.5,"Tank10"
"38","pH1",1,2023-04-17,58,7.8734618747683,7.94,34.03,9.2,9.55,103.3,"Tank10"
"39","pH1",1,2023-04-18,59,7.85145598465052,7.92,33.92,9,9.67,104.2,"Tank10"
"40","pH1",1,2023-04-19,60,7.769724662305,7.84,34.2,9.3,9.64,104.6,"Tank10"
"41","pH1",1,2023-04-20,61,7.79895429759899,7.86,34.23,8.9,9.53,103,"Tank10"
"42","pH1",1,2023-04-21,62,7.79526548781582,7.85,34.21,9.8,9.19,100.8,"Tank10"
"43","pH1",1,2023-04-24,65,7.73026625749815,7.78,34.14,10.8,8.69,97.5,"Tank10"
"44","pH1",1,2023-04-25,66,7.87729958891602,7.92,34.11,10.6,8.74,97.6,"Tank10"
"45","pH1",1,2023-04-26,67,7.75913286672144,7.82,33.88,10.5,8.94,99.5,"Tank10"
"46","pH1",1,2023-04-27,68,7.87938050171075,7.94,34.12,9.4,9.53,103.7,"Tank10"
"47","pH1",1,2023-04-28,69,7.77895713228552,7.83,34.08,10.5,8.91,99.2,"Tank10"
"48","pH1",1,2023-05-01,72,7.69608884588443,7.76,34.1,9.7,9.19,100.5,"Tank10"
"49","pH1",1,2023-05-02,73,7.99961254677504,8.06,33.88,11,8.82,98.6,"Tank10"
"50","pH1",1,2023-05-03,74,7.73495870510319,7.79,34.11,9.3,9.72,105.3,"Tank10"
"51","pH1",1,2023-05-04,75,8.11606854641066,8.16,34.19,9.4,9.48,103.1,"Tank10"
"52","pH1",1,2023-05-05,76,7.74655200310339,7.82,34.15,10.1,9.02,99.7,"Tank10"
"53","pH1",1,2023-05-08,79,7.90022043166451,7.94,34.27,11,8.8,99.2,"Tank10"
"54","pH1",1,2023-05-09,80,7.98750826923929,8.02,34.31,10.8,8.93,100.3,"Tank10"
"55","pH1",1,2023-05-10,81,7.67146163313109,7.73,34.38,10.8,8.96,100.7,"Tank10"
"56","pH1",1,2023-05-12,83,7.44640028416631,7.48,33.81,10.3,9.74,107.8,"Tank10"
"57","pH1",1,2023-05-15,86,7.61556722665635,7.65,33.89,9.6,9.39,101.5,"Tank10"
"58","pH1",1,2023-05-16,87,7.64435349212017,7.69,33.83,9.4,9.07,98.5,"Tank10"
"59","pH1",1,2023-05-17,88,7.97077901388466,8,33.74,9.1,9.43,101.5,"Tank10"
"60","pH1",1,2023-05-18,89,7.75490505743016,7.79,33.84,8.8,9.48,101.5,"Tank10"
"61","pH1",1,2023-05-19,90,8.05667792978136,8.08,33.9,9.4,9.63,104.6,"Tank10"
"62","pH1",1,2023-05-22,93,7.90320126829784,7.94,33.51,9.5,9.41,102.1,"Tank10"
"63","pH1",2,2023-05-23,94,7.81387261049889,7.86,33.8,8.4,9.48,100.4,"Tank10"
"64","pH1",2,2023-05-24,95,7.76647048519924,7.82,33.84,8.1,9.57,100.6,"Tank10"
"65","pH1",2,2023-05-25,96,7.63709919046353,7.73,34.09,8,9.67,101.5,"Tank10"
"66","pH1",2,2023-05-27,98,7.72466496954961,7.8,33.95,7.8,9.56,100,"Tank10"
"67","pH1",2,2023-05-29,100,7.78787414145747,7.86,34.03,7.8,9.49,99.3,"Tank10"
"68","pH1",2,2023-05-30,101,7.75318318608155,7.82,34.02,7.8,9.69,101.7,"Tank10"
"69","pH1",2,2023-05-31,102,7.7453143992836,7.81,34.32,7.5,9.75,101.8,"Tank10"
"70","pH1",2,2023-06-01,103,7.74203159378835,7.81,34.16,7.8,9.73,102.1,"Tank10"
"71","pH1",2,2023-06-02,104,8.03102723523245,8.06,34.1,7.7,9.76,102.1,"Tank10"
"72","pH1",2,2023-06-05,107,7.67476945975904,7.72,34.34,7.6,9.81,102.7,"Tank10"
"73","pH1",2,2023-06-06,108,7.96289972050775,7.99,34.23,8.5,9.56,101.9,"Tank10"
"74","pH1",2,2023-06-07,109,7.81774507243225,7.85,34.07,9.2,9.34,101.1,"Tank10"
"75","pH1",2,2023-06-08,110,8.34427400648024,8.36,34.1,9.7,9.28,101.3,"Tank10"
"76","pH1",2,2023-06-09,111,8.25397775046855,8.27,34.16,9.2,9.25,100.1,"Tank10"
"77","pH1",2,2023-06-14,114,8.03944748852549,8.04,34.09,9.9,9.01,98.9,"Tank10"
"78","pH1",2,2023-06-15,115,8.29465514006308,8.29,34.05,10,9.19,101.5,"Tank10"
"79","pH1",2,2023-06-16,116,8.28959500889377,8.28,34.01,10,9.11,100.3,"Tank10"
"80","pH1",2,2023-06-19,121,8.11826839453114,8.14,34.04,8.2,9.18,97,"Tank10"
"81","pH1",2,2023-06-20,122,8.05397079496564,8.07,34.02,7.9,9.38,98.6,"Tank10"
"82","pH1",2,2023-06-21,123,8.02015515012486,8.05,33.77,8,9.3,97.8,"Tank10"
"83","pH1",2,2023-06-22,124,8.37646266163105,8.38,33.82,12.4,8.7,100.6,"Tank10"
"84","pH1",2,2023-06-23,125,7.94964617967975,7.98,33.93,9,9.08,97.7,"Tank10"
"85","pH1",2,2023-06-26,128,7.59432266155455,7.71,34.16,7.7,9.02,94.2,"Tank10"
"86","pH1",2,2023-06-27,129,7.79827683475488,7.86,33.96,10.2,8.9,98.5,"Tank10"
"87","pH1",2,2023-06-28,130,7.87172839239995,7.93,33.81,8.9,9.05,97.3,"Tank10"
"88","pH1",2,2023-06-29,131,7.99492200912704,8.02,33.69,10.6,8.73,97.3,"Tank10"
"89","pH1",2,2023-06-30,132,7.85824557683054,7.9,33.8,10.4,8.71,96.5,"Tank10"
"90","pH1",2,2023-07-04,136,7.95469285502253,8,34.18,8.5,9.21,99.7,"Tank10"
"91","pH1",2,2023-07-05,137,8.00058061059464,7.78,33.93,8.1,9.34,99.2,"Tank10"
"92","pH1",2,2023-07-06,138,7.7966234594828,7.85,34.12,8.8,9.35,101,"Tank10"
"93","pH1",2,2023-07-07,139,8.09892282198006,8.14,33.7,8.8,9.24,97,"Tank10"
"94","pH1",2,2023-07-10,142,8.16149186947158,8.2,33.63,9.3,9.04,96.1,"Tank10"
"95","pH1",3,2023-07-11,143,8.09529733271204,8.12,33.78,9.2,9.06,95.9,"Tank10"
"96","pH1",3,2023-07-12,144,8.14740534270449,8.2,34.15,8.9,8.8,94.6,"Tank10"
"97","pH1",3,2023-07-13,145,7.90827647157727,7.98,33.9,9.1,9.02,96.3,"Tank10"
"98","pH1",3,2023-07-14,146,7.81822091189856,7.89,34.09,9.1,8.63,92,"Tank10"
"99","pH1",3,2023-07-17,149,7.8651470463975,7.98,33.77,8.8,8.74,92.2,"Tank10"
"100","pH1",3,2023-07-18,150,7.79475094610974,7.87,33.42,9.3,8.83,88.4,"Tank10"
"101","pH1",3,2023-07-19,151,7.81705677570335,7.89,33.91,9.2,8.41,90.1,"Tank10"
"102","pH1",3,2023-07-20,152,7.58052139344343,7.58,34.13,8.4,9.42,100.8,"Tank10"
"103","pH1",3,2023-07-21,153,7.7356391840926,7.79,34,8.8,8.98,96.4,"Tank10"
"104","pH1",3,2023-07-24,156,7.82316420337178,7.9,33.68,8.9,9.08,96.1,"Tank10"
"105","pH1",3,2023-07-25,157,7.7592916217816,7.84,33.83,9.3,9.02,95.2,"Tank10"
"106","pH1",3,2023-07-26,158,7.64098558539358,7.82,33.51,8.3,8.72,91,"Tank10"
"107","pH1",3,2023-07-27,159,7.796535251346,7.88,33.91,8.9,8.9,94.1,"Tank10"
"108","pH1",3,2023-07-28,160,7.76884943064216,7.87,33.73,11,8.45,94,"Tank10"
"109","pH1",3,2023-07-31,163,7.82134954424355,7.88,33.76,10,8.34,89.7,"Tank10"
"110","pH1",3,2023-08-01,164,7.90754983203547,7.97,33.7,9.7,8.65,93.3,"Tank10"
"111","pH1",3,2023-08-02,165,7.76075761224369,7.84,33.79,9.6,8.81,85.4,"Tank10"
"112","pH1",3,2023-08-03,166,7.87252514205833,7.94,32.97,9.2,9.36,99.4,"Tank10"
"113","pH1",3,2023-08-04,167,7.84390017097209,7.85,33.84,8.5,9.2,97.8,"Tank10"
"114","pH1",3,2023-08-07,170,7.90852494408758,7.97,34.32,7.4,9.78,102.1,"Tank10"
"115","pH1",3,2023-08-08,171,8.07677844835559,8.13,34.32,8.5,9.46,101,"Tank10"
"116","pH1",4,2023-09-08,201.878787878788,8.04441461538583,8.08,34.19,10,8.75,96.4,"Tank10"
"117","pH1",4,2023-09-11,203.181818181818,7.20716200005311,7.89,33.3,7.9,9.33,98.3,"Tank10"
"118","pH1",4,2023-09-12,204.484848484849,7.78734253287323,7.84,34.23,9.5,8.61,93.8,"Tank10"
"119","pH1",4,2023-09-13,205.787878787879,7.80654554868811,7.86,34.35,9.6,9.11,99.7,"Tank10"
"120","pH1",4,2023-09-14,207.090909090909,7.69327734729445,7.75,34.32,8.9,8.84,95.2,"Tank10"
"121","pH1",4,2023-09-15,208.393939393939,7.6601420087414,7.71,34.18,10.5,8.32,92.5,"Tank10"
"122","pH1",4,2023-09-18,209.69696969697,7.71958764798672,7.78,33.56,8.1,8.98,94.5,"Tank10"
"123","pH1",4,2023-09-19,211,7.77699590359789,7.83,34.51,8.2,9.05,96,"Tank10"
"124","pH1",4,2023-09-20,212.30303030303,7.83813658034368,7.9,34.44,8.6,8.96,95.9,"Tank10"
"125","pH1",4,2023-09-21,213.606060606061,7.82075700962048,7.86,34.35,9.9,8.67,95.3,"Tank10"
"126","pH1",4,2023-09-25,216.212121212121,7.85722788858225,7.91,34.52,8.3,9.16,97.6,"Tank10"
"127","pH1",4,2023-09-26,217.515151515152,7.72546430156892,7.79,34.38,8.4,9.11,97,"Tank10"
"128","pH1",4,2023-09-27,218.818181818182,7.75479610376278,7.81,34.56,7.4,9.44,98.3,"Tank10"
"129","pH1",4,2023-09-28,220.121212121212,7.85322547918311,7.9,34.3,7.8,9.29,97.7,"Tank10"
"130","pH1",4,2023-09-29,221.424242424242,7.74197121014156,7.79,34.37,8.3,9.2,97.6,"Tank10"
"131","pH1",4,2023-10-02,222.727272727273,7.91246041294022,7.95,34.53,9,8.59,92.8,"Tank10"
"132","pH1",4,2023-10-03,224.030303030303,7.81551612503396,7.86,34.4,9.5,8.33,91,"Tank10"
"133","pH1",4,2023-10-04,225.333333333333,7.76845449822569,7.82,34.28,9.1,8.75,94.7,"Tank10"
"134","pH1",4,2023-10-05,226.636363636364,7.86303874659196,7.85,34.15,9.5,8.68,94.6,"Tank10"
"135","pH1",4,2023-10-06,227.939393939394,7.85070868785271,7.89,34.35,9.2,8.58,92.9,"Tank10"
"136","pH1",4,2023-10-09,229.242424242424,7.88403247412446,7.92,34.3,9,8.93,96.3,"Tank10"
"137","pH1",4,2023-10-10,230.545454545455,7.85427021791099,7.89,34.11,9,8.61,93.1,"Tank10"
"138","pH1",4,2023-10-11,231.848484848485,7.76091911635757,7.8,34,9.2,8.73,94.5,"Tank10"
"139","pH1",4,2023-10-12,233.151515151515,7.65545448892214,7.69,33.1,8.9,8.86,94.7,"Tank10"
"140","pH1",4,2023-10-13,234.454545454545,7.78383603917064,7.82,33.47,8.8,9.24,98.6,"Tank10"
"141","pH1",4,2023-10-16,235.757575757576,7.70479915862763,7.75,34,9,9.32,100.4,"Tank10"
"142","pH1",4,2023-10-17,237.060606060606,7.49662328849525,7.54,34.05,9.3,9.33,101.2,"Tank10"
"143","pH1",4,2023-10-18,238.363636363636,8.13325144626345,8.16,34,9.2,9.3,100.6,"Tank10"
"144","pH1",4,2023-10-19,239.666666666667,7.63159700469051,7.68,34.41,9.3,9.23,100.3,"Tank10"
"145","pH1",4,2023-10-20,241,7.81319443504913,7.85,34.15,9.2,9.26,100.3,"Tank10"
"146","pH1",4,2023-10-23,244,7.62315642757292,7.67,33.85,9.2,9.42,101.7,"Tank10"
"147","pH1",4,2023-10-24,245,7.86070868785271,7.89,33.78,9.2,9.25,99.9,"Tank10"
"148","pH1",4,2023-10-25,246,7.81592861822662,7.85,33.9,9.2,9.3,100.5,"Tank10"
"149","pH1",4,2023-10-26,247,7.63980045650974,7.68,33.98,9.1,8.97,96.9,"Tank10"
"150","pH1",4,2023-10-27,248,8.08437372649828,8.12,34.04,8.9,9.04,97.2,"Tank10"
"151","pH1",4,2023-10-30,251,7.89143556079962,7.93,34.05,9.1,8.95,96.5,"Tank10"
"152","pH1",4,2023-10-31,252,7.74936974371531,7.79,34.07,9,9.11,98.1,"Tank10"
"153","pH1",4,2023-11-01,253,7.7300829750749,7.77,34.05,9,8.97,96.8,"Tank10"
"154","pH1",4,2023-11-02,254,7.84930934614696,7.88,33.81,8.9,8.78,94.3,"Tank10"
"155","pH1",4,2023-11-03,255,7.73636847897445,7.78,33.83,9.2,8.79,95,"Tank10"
"156","pH1",4,2023-11-06,258,7.78319443504913,7.81,33.86,9.2,8.93,96.5,"Tank10"
"157","pH1",4,2023-11-07,259,7.83331924276487,7.87,34,9,9.04,97.4,"Tank10"
"158","pH1",4,2023-11-08,260,7.81638748271255,7.85,33.98,9.2,8.94,96.5,"Tank10"
"159","pH1",4,2023-11-09,261,7.75231434642941,7.79,34.08,9.1,8.95,96.9,"Tank10"
"160","pH1",4,2023-11-10,262,7.93049825934785,7.46,33.28,9.2,8.61,92.3,"Tank10"
"161","pH1",4,2023-11-13,265,8.00154668015704,8.03,33.28,9.1,8.84,94.9,"Tank10"
"162","pH1",4,2023-11-14,266,7.40561929627437,7.45,34.39,9,8.78,94.7,"Tank10"
"163","pH1",4,2023-11-15,267,7.85403247412446,7.88,34.08,9,9.09,98,"Tank10"
"164","pH1",4,2023-11-16,268,7.76179161409645,7.78,33.89,9.1,9.08,97.9,"Tank10"
"165","pH1",4,2023-11-17,269,7.75592268139278,7.79,33.9,8.9,9.09,97.6,"Tank10"
"166","pH1",4,2023-11-20,272,8.22945372362955,8.25,34.03,8.9,9.1,97.7,"Tank10"
"167","pH1",4,2023-11-21,273,8.12940843589321,8.15,34.01,9,9.13,98.3,"Tank10"
"168","pH1",4,2023-11-23,275,7.79170493937194,7.75,34.02,9.4,9.18,99.8,"Tank10"
"169","pH1",4,2023-11-24,276,8.0193219362432,8.05,33.8,9.1,9.45,102,"Tank10"
"170","pH1",4,2023-11-27,279,7.98312622476821,8.01,33.93,9.1,9.11,98.3,"Tank10"
"171","pH1",5,2023-11-28,280,7.5848526117712,7.83,33.51,9,9.15,98.1,"Tank10"
"172","pH1",5,2023-11-29,281,7.78213052383221,7.82,33.59,9,9.22,99,"Tank10"
"173","pH1",5,2023-11-30,282,7.84465356016258,7.88,33.75,9,9.31,100.1,"Tank10"
"174","pH1",5,2023-12-01,283,7.83717659649295,7.87,33.96,9,9.18,98.8,"Tank10"
"175","pH1",5,2023-12-04,286,8.10161524847728,8.12,34.03,8.9,9.31,100,"Tank10"
"176","pH1",5,2023-12-05,287,7.8719584203665,7.92,34.23,7.7,9.45,99,"Tank10"
"177","pH1",5,2023-12-06,288,7.84272252127928,7.88,33.97,8.4,9.69,103,"Tank10"
"178","pH1",5,2023-12-07,289,7.86145824831066,7.89,34.1,8.4,9.49,101,"Tank10"
"179","pH1",5,2023-12-08,290,7.79291029111095,7.84,34.25,7.5,9.49,98.9,"Tank10"
"180","pH1",5,2023-12-11,293,7.92759457682883,8.19,34.3,7.4,9.55,99.3,"Tank10"
"181","pH1",5,2023-12-12,294,7.94680109099103,7.98,34.15,8,9.68,102.3,"Tank10"
"182","pH1",5,2023-12-13,295,7.84026690150139,7.88,34.01,8.3,9.61,101.9,"Tank10"
"183","pH1",5,2023-12-14,296,7.94707398846634,7.97,34.12,7.5,9.53,99.3,"Tank10"
"184","pH1",5,2023-12-15,297,7.83474955575273,7.86,34.45,7.8,9.69,101.9,"Tank10"
"185","pH1",5,2023-12-18,300,8.01829798212096,8.04,34.36,8,9.48,100.1,"Tank10"
"186","pH1",5,2023-12-19,301,8.03641208446803,8.05,33.94,8.2,9.55,100.4,"Tank10"
"187","pH1",5,2023-12-20,302,7.86687830026509,7.95,33.87,7.9,9.65,101.3,"Tank10"
"188","pH1",5,2023-12-21,303,8.01654279649368,8.03,33.77,8.8,9.31,99.7,"Tank10"
"189","pH1",5,2023-12-22,304,7.91209009797642,7.92,33.8,8.5,9.43,100.3,"Tank10"
"190","pH1",5,2023-12-30,309,8.25502120355691,8.27,34.43,8.6,9.31,99.7,"Tank10"
"191","pH1",5,2024-01-01,312,8.0197797997486,8.03,34.22,8.5,9.05,96.4,"Tank10"
"192","pH1",5,2024-01-02,313,8.0591698319994,8.07,34.13,8.6,9.06,96.7,"Tank10"
"193","pH1",5,2024-01-03,314,7.74640129713293,7.76,34.08,8.5,8.99,95.9,"Tank10"
"194","pH1",5,2024-01-04,315,7.82837389510169,7.84,34.07,8.7,9.16,98,"Tank10"
"195","pH1",5,2024-01-05,316,7.80026308649989,7.81,34.11,8.5,9.02,96.1,"Tank10"
"196","pH1",5,2024-01-08,319,7.54128320076969,7.55,33.21,8.6,9.54,101.3,"Tank10"
"197","pH1",5,2024-01-09,320,7.56347390280883,7.58,32.94,7.9,9.84,102.7,"Tank10"
"198","pH1",5,2024-01-10,321,7.65911699940302,7.67,33.99,8.3,9.72,103.1,"Tank10"
"199","pH1",5,2024-01-11,322,7.89617559477863,7.9,33.94,8.1,9.95,105.1,"Tank10"
"200","pH1",5,2024-01-12,323,7.79383979613212,7.8,34.01,8.3,9.72,103,"Tank10"
"201","pH1",5,2024-01-15,326,8.01914066962815,8.02,33.96,9.2,9.26,100.2,"Tank10"
"202","pH1",5,2024-01-16,327,7.75408592726803,7.75,34.09,9,9.12,98.2,"Tank10"
"203","pH1",5,2024-01-17,328,7.65585727183985,7.67,34.06,7,10.07,103.5,"Tank10"
"204","pH1",5,2024-01-18,329,7.84301927812693,7.85,33.95,8.1,9.56,100.6,"Tank10"
"205","pH1",5,2024-01-19,330,7.86608546400809,7.87,34.28,7.5,9.36,97.5,"Tank10"
"206","pH1",5,2024-01-22,333,7.73523984932463,7.75,34.35,9.1,9.03,97.8,"Tank10"
"207","pH1",5,2024-01-23,334,7.8282172101748,7.83,34.38,8,9.6,101.4,"Tank10"
"208","pH1",5,2024-01-24,335,7.85903702100972,7.86,34.2,8.1,9.69,102.4,"Tank10"
"209","pH1",5,2024-01-25,336,7.71673594933775,7.72,34.17,7.9,9.62,101.2,"Tank10"
"210","pH1",5,2024-01-26,337,8.05016465731153,8.07,33.95,7.7,9.78,102.3,"Tank10"
"211","pH1",5,2024-01-29,340,7.76178640796096,7.77,34.15,8.3,9.51,100.7,"Tank10"
"212","pH1",5,2024-01-30,341,7.85644081411706,7.86,34.22,8,9.9,104.5,"Tank10"
"213","pH1",5,2024-01-31,342,7.93802881405363,7.95,34.17,7.6,9.73,101.6,"Tank10"
"214","pH1",5,2024-02-01,343,7.72636736006949,7.74,34.22,7.7,9.73,101.9,"Tank10"
"215","pH1",5,2024-02-02,344,7.71021152225768,7.72,34.23,7.9,9.81,103.2,"Tank10"
"216","pH1",5,2024-02-05,347,7.94642221957238,7.95,33.91,8,9.35,98.3,"Tank10"
"217","pH1",5,2024-02-06,348,7.85496357721261,7.87,33.81,7.9,9.26,97.1,"Tank10"
"218","pH1",5,2024-02-07,349,8.27722993799041,8.28,33.79,7.7,9.46,98.8,"Tank10"
"219","pH1",5,2024-02-08,350,8.099776896541,8.1,33.8,7.6,9.42,98.3,"Tank10"
"220","pH1",5,2024-02-09,351,7.77199958469439,7.77,34.15,7.7,9.31,97.5,"Tank10"
"221","pH1",5,2024-02-12,354,7.77295683488954,7.78,34.29,8.3,9.42,100.1,"Tank10"
"222","pH1",5,2024-02-13,355,7.66330283862225,7.67,34.3,8.6,9.34,100,"Tank10"
"223","pH1",5,2024-02-14,356,7.78840660962233,7.78,34.27,8.6,9.24,99.1,"Tank10"
"224","pH1",5,2024-02-15,357,7.81750981081868,7.81,34.19,7.8,9.44,99,"Tank10"
"225","pH1",5,2024-02-16,358,7.52542216089661,7.53,34.23,8,9.55,100.8,"Tank10"
"226","pH1",5,2024-02-19,361,7.90738972592453,7.91,34.33,8.9,9.71,100.9,"Tank10"
"227","pH1",5,2024-02-20,362,7.81447588134395,7.82,34.37,8.7,9.34,100.1,"Tank10"
"228","pH1",5,2024-02-21,363,7.74506638340838,7.74,34.32,8.8,9.2,98.9,"Tank10"
"229","pH1",5,2024-02-22,364,7.93017184001586,7.91,34.36,8.6,9.09,97.2,"Tank10"
"230","pH1",5,2024-02-23,365,7.83219830010711,7.83,34.34,8.8,8.94,96.2,"Tank10"
"231","pH1",0,2023-02-27,9,7.98361625373617,8.02,34.39,7.9,9.96,104.8,"Tank11"
"232","pH1",1,2023-02-28,10,7.97102121738807,7.99,34.39,8.2,9.72,103.1,"Tank11"
"233","pH1",1,2023-03-01,11,7.88139358986331,7.91,34.26,8.4,9.77,103.8,"Tank11"
"234","pH1",1,2023-03-02,12,7.92750172035407,8,34.15,8.4,9.69,102.9,"Tank11"
"235","pH1",1,2023-03-03,13,7.95163035522002,8.03,34.06,7.9,9.87,103.7,"Tank11"
"236","pH1",1,2022-03-04,14,7.77758624338417,7.87,34.2,7.8,9.96,104.5,"Tank11"
"237","pH1",1,2023-03-05,15,7.71998368047917,7.82,34.29,8.8,9.42,101.1,"Tank11"
"238","pH1",1,2023-03-06,16,7.73609804234248,7.86,34.45,7.9,9.66,101.8,"Tank11"
"239","pH1",1,2023-03-07,17,7.66742522461555,7.79,34.45,7.8,9.39,98.7,"Tank11"
"240","pH1",1,2023-03-08,18,7.71654728937427,7.83,34.37,7.6,9.39,98.3,"Tank11"
"241","pH1",1,2023-03-09,19,7.7722296456551,7.85,34.28,8,9.27,97.5,"Tank11"
"242","pH1",1,2023-03-10,20,7.74196524947437,7.82,34.17,7.4,9.78,101.7,"Tank11"
"243","pH1",1,2023-03-13,23,7.92198489644949,7.99,34.34,7.9,9.21,97,"Tank11"
"244","pH1",1,2023-03-14,24,7.6312286740925,7.72,34.15,7.6,9.67,100.9,"Tank11"
"245","pH1",1,2023-03-15,25,7.65095933081482,7.73,33.99,9.5,9.22,100.5,"Tank11"
"246","pH1",1,2023-03-16,26,7.27294985295203,7.37,34.16,7.5,9.62,100.3,"Tank11"
"247","pH1",1,2023-03-17,27,7.77035388310652,7.83,34.4,8,9.62,101.6,"Tank11"
"248","pH1",1,2023-03-20,30,7.5751989609181,7.65,33.82,7.7,9.86,103,"Tank11"
"249","pH1",1,2023-03-21,31,7.76210428504861,7.82,33.97,9.2,9.36,101.3,"Tank11"
"250","pH1",1,2023-03-22,32,7.68456183885771,7.74,34.13,8.4,9.51,101,"Tank11"
"251","pH1",1,2023-03-23,33,7.97183459378573,8.02,34.16,8.2,9.43,100,"Tank11"
"252","pH1",1,2023-03-24,34,7.8149896982305,7.87,34.18,8.3,9.45,100.6,"Tank11"
"253","pH1",1,2023-03-27,37,7.79724656547561,7.86,33.93,9.3,9.43,102.2,"Tank11"
"254","pH1",1,2023-03-28,38,7.58370572464585,7.66,33.93,9.9,9.16,100.7,"Tank11"
"255","pH1",1,2023-03-29,39,7.69247132282689,7.75,34.2,9.4,9.1,99,"Tank11"
"256","pH1",1,2023-03-30,40,7.70097252710849,7.76,34,10.1,8.97,99,"Tank11"
"257","pH1",1,2023-03-31,41,7.9102024316769,7.95,33.89,10.9,8.75,98.3,"Tank11"
"258","pH1",1,2023-04-03,44,7.73965565507588,7.8,34.11,9.4,9.39,102.2,"Tank11"
"259","pH1",1,2023-04-04,45,7.78397777012166,7.83,34.11,10,9.02,99.6,"Tank11"
"260","pH1",1,2023-04-05,46,7.8126908558285,7.86,34.32,10.6,8.89,99.3,"Tank11"
"261","pH1",1,2023-04-06,47,7.62295816127506,7.71,34.23,9.7,9.12,100,"Tank11"
"262","pH1",1,2023-04-07,48,7.7293888435342,7.81,33.84,9.1,9.54,103,"Tank11"
